ID,Date,Location,Operator,Type,Aboard,Fatalities
719,07/11/1945,"Near Kisumu, Kenya",Military - South African Air Force,Douglas C-47,28,28
720,07/12/1945,"Near Florence, South Carolina",Eastern Air Lines / Military - U.S. Army Air Corps,Douglas DC-3-201C /  Army A-26,10,3
721,07/28/1945,"New York, New York",Military - U.S. Army Air Forces,North American B-25D bomber,3,3
722,08/01/1945,"Near San Luis Potosi, Mexico",Lineas Aereas Mineras,Boeing 247D,12,12
723,08/03/1945,"Fort de France, Martinique",Pan American World Airways,Sikorsky S-43 (flying boat),14,4
724,08/11/1945,"Ixtaccihuati, Mexico",Mexicana,Douglas DC-2-243,16,16
725,09/07/1945,"Florence, South Carolina",Eastern Air Lines,Douglas DC-3,22,22
726,09/11/1945,"Near Milne Bay, New Guinea",Military - Royal Australian Air Force,Douglas C-47A,11,11
727,09/15/1945,"Near Kansas, Missouri",Military - U.S. Army Air Forces,Douglas C-47B-DK,24,23
728,09/18/1945,"Puncak Jaya, Papua New Guinea",Military - Royal Australian Air Force,Douglas C-47B-5-DK,29,29
729,09/28/1945,"Near Chihkiang, China",Military - United States Army Air Force,Curtiss C-46D,20,20
730,10/05/1945,"Lakeland, Florida",National Airlines,Lockheed 18 Lodestar,15,2
731,10/05/1945,"Elvetham, England",Military -Royal Air Force,Consolidated LB-40-A Liberator,23,23
732,10/07/1945,"Rennes, France",Military - Royal Air Force,Short Stirling IV,26,26
733,10/13/1945,"Melsbroek, Belgium",Military -Royal Air Force,Consolidated LB-30-A Liberator,31,31
734,10/16/1945,"Near Peking, China",Military - U.S. Army Air Forces,Curtiss-Wright C-46F-CU,59,59
735,10/20/1945,"Timor Sea, AtlantiOcean",Military - Royal Australian Air Force,Douglas C-47B,25,25
736,10/20/1945,"Between Shanghi and Canton, China",China National Aviation Corporation,Douglas C-47,31,31
737,10/23/1945,"Near Chiringa, India",Military - Royal Air Force,Douglas C-47B,14,14
738,10/24/1945,"Tarapoto, Peru",Faucett,Faucett F-19,5,5
739,10/30/1945,"Chihchiang, China",Military - U.S. Army Air Forces,Curtiss-Wright C-46A-CK,50,45
740,11/01/1945,"Herrenalb, Germany",Military - U.S. Army Air Forces,Douglas C-47A-DK,30,26
741,11/03/1945,"Near Chuka, India",Military - U.S. Army Air Forces,Douglas C-54G,44,44
742,11/08/1945,"Off Corpus Christi, Texas",Military - U.S. Navy / Military - U.S. Navy,Martin PBM-3S  / Martin PBM-5,27,22
743,11/09/1945,"Near Boccadi, Italy",Military - U.S. Army Air Forces,Douglas C-47A-DL,24,24
744,11/11/1945,"Near Picinisco, Italy",Military - U.S. Army Air Forces,Boeing B-17G,20,20
745,11/11/1945,"Near Castel, Libya",Military -Royal Air Force,Short Stirling,29,29
746,11/11/1945,Himalayas,Military - U.S. Army,Douglas C-54,44,44
747,11/15/1945,"New Britain Island, New Guinea",Military - Royal Australian Air Force,Douglas C-47 Dakota-DK,28,28
748,11/22/1945,"White's Farm, England",Military -Royal Air Force,Consolidated LB-30A Liberator,27,27
749,12/03/1945,"Near Rochefort , France",Military -Royal Air Force,Consolidated LB-30A Liberator,28,28
750,12/05/1945,Off the Florida coast,Military - U.S. Navy,Five Grumman TBM Avengers,14,14
751,12/08/1945,"Near Billings, Montana",Military - U.S. Army,Douglas C-47,21,17
752,12/18/1945,"Voksenkollen, Norway",Military - Royal Air Force,Douglas C-47B,17,15
753,12/25/1945,"Bangui, French Equatorial Africa",Air France,Lockheed 18 Lodestar,8,8
754,12/30/1945,"New York City, New York",Eastern Air Lines,Douglas DC-3,12,1
755,01/06/1946,"Birmingham, Alabama",Pennsylvania Central Airlines,Douglas DC-3,11,3
756,01/09/1946,"Changchun, China",Military - Chinese Air Force,Douglas C-47,18,18
757,01/15/1946,"Marseilles, France",Military -Royal Air Force,Douglas C-47 Dakota,25,23
758,01/18/1946,"Cheshire, Connecticut",Eastern Air Lines,Douglas DC-3-201E,17,17
759,01/19/1946,"Crowsnest Pass, Alberta, Canada",Mililtary - Royal Canadian Air Force,Douglas DC-3 Dakota,7,7
760,01/30/1946,"Near Le Mans, France",Military - Royal Air Force,Douglas C-47B,11,11
761,01/31/1946,"Mt. Elk, Wyoming",United Air Lines,Douglas DC-3-194H,21,21
762,02/05/1946,"Negros, Philippines",Military - U.S. Army Air Forces,Douglas C-47,20,20
763,02/21/1946,"Charlottetown, PE, Canada",British Overseas Airways,Consolidated 32-2 Liberator II,14,1
764,03/03/1946,"Live Oak Springs, California",American Airlines,Douglas DC-3-227B,27,27
765,03/05/1946,"Near Prague, Czechoslovakia",Ceskoslovenske Aerolinie,Junkers JU-52/3m,14,10
766,03/10/1946,"Off Hobart, Tasmania",Australian National Airways,Douglas DC-3 (C-47DL),25,25
769,03/19/1946,"Hobart Mills, California",Military - U.S. Army Air Forces,Douglas C-47B,26,26
770,03/23/1946,"Ceylon, Cocos Islands, Indian Ocean",British Overseas Airways /Qantas,Avro 691 Lancastrian 1,10,10
771,04/05/1946,"Rabat, Malta",Military - Royal British Navy,Vickers Wellington bomber,4,4
774,04/30/1946,"Pindi-Khut ,India",Military - Royal Air Force,Douglas C-47A,12,12
775,05/10/1946,"Munson, Florida",Military U.S. Navy / Military - U.S. Navy,PBY4-2 Privateer / PB4Y-2 Privateer,28,28
776,05/16/1946,"Richmond, Virginia",Viking Air Transport,Douglas DC-3,27,27
777,05/22/1946,"Oslo, Norway",DNL,Junkers JU-52/3m,13,13
778,06/01/1946,"Off Amalfi, Italy",Military - U.S. Army Air Forces,Douglas C-54-DO (DC-4),38,30
779,06/09/1946,"Near Abeokuta, Nigeria",Military -Royal Air Force,Douglas C-47 Dakota,18,18
780,06/09/1946,"Taboga Island, Panama",Military - U.S. Army Air Forces,Douglas C-54D-DC (DC-4),23,23
781,06/29/1946,Off Malaya,Military - Royal Air Force,Douglas C-47B,18,18
782,06/29/1946,"Pau, France",Air France,Junkers Ju-52/3m,3,2
783,07/09/1946,"Holyoke, Massachusetts",Military - U.S. Army Air Forces,Boeing B17G,25,25
784,07/11/1946,"Reading, Pennsylvania",Trans Continental and Western Air,Lockheed L-049 Constellation,6,5
785,07/13/1946,"Tsinan, China",Central Air Transport,Curtiss C-46,49,13
786,07/17/1946,"Cuenca, Ecuador",ANDESA,Curtiss C-46D-10-CU,30,30
787,07/18/1946,"Goodland, Kansas",Military - U.S. Army Air Corps,Douglas C-47,13,13
788,07/20/1946,Off the Panama coast,Military -  (2) U.S. Army Air Forces,Boeing B-17G / Boeing B-17G,20,20
789,07/25/1946,"Bassein, Burma",Military -Royal Air Force,Douglas C-47 Dakota,22,22
790,08/07/1946,"Oslo, Norway",British European Airways,Douglas C-47A-10-DK,16,3
791,08/09/1946,"Lakehurst, New Jersey",AtlantiCentral Airlines,Lockheed 18-56 Lodestar,6,4
792,08/14/1946,"Malta-Luqa, Malta",BOAC,Douglas C-47A,5,1
793,08/20/1946,"Rouen, France",British Overseas Airways,Avro 691 Lancastrian 1,9,8
794,08/21/1946,"Moline, Illinois",Trans Luxury Airlines,Douglas C-47-DL,25,2
795,08/24/1946,"Cairo, Egypt",Misrair,Avro Anson,9,6
796,09/03/1946,"Holtug, Denmark",Air France,Douglas DC-3 (C-53D-DO),22,22
797,09/04/1946,"Le Bourget, France",Air France,Douglas DC-3,26,20
798,09/05/1946,"Elko, Nevada",Trans-Luxury Airlines,Douglas DC-3 (C-47-A5-DL),22,21
799,09/06/1946,"Bathurst, Gambia",British South American Airways,Avro 685 York I,24,24
800,09/07/1946,"Nome, Alaska",Mt. McKinley Airfreight,Douglas C-47A,4,4
801,09/15/1946,"Estevan, Saskatchewan, Canada",Military - Royal Canadian Air Force,Douglas C-47A Dakota,21,21
802,09/17/1946,"Brussels, Belgium",Sabena,Douglas C-47-DL,7,1
803,01/22/1947,"Puesto Araujo, Colombia",AVIANCA,Douglas DC-3 ( C-47-DO),17,17
804,09/18/1946,"Near Gander, Newfoundland",Sabena,Douglas DC-4-1009,44,27
805,09/19/1946,"Near Tripoli, Libya",Military -Royal Air Force,Avro Lancaster,25,25
807,09/25/1946,Near Hong Kong International Airport,Military - Royal Air Force,Douglas C-47B-25-DK,19,19
808,09/27/1946,"Rio Doce, Brazil",Panair do Brasil,Douglas DC-3A-228D,25,25
809,10/03/1946,"Stephenville, Newfoundland",American Overseas Airlines,Douglas C-54E-5-DO,39,39
810,10/06/1946,"Off Penang, Malaya",Military -Royal Air Force,Avro 685 York 1,21,21
811,10/07/1946,"Apeldoorn, The Netherlands",Military - Royal Netherlands Naval Air Service,Fairey Firefly MK1,1,1
812,10/08/1946,"Cheyenne, Wyoming",United Air Lines,Douglas DC-4,41,2
813,10/10/1946,"Near Sefrou, Morocco",Air Ocean,Junkers Ju-52/3m,16,16
814,10/17/1946,"Laramie, Wyoming",National Air Transport Services,Douglas DC-3,13,13
815,10/17/1946,"Near Chitral, India",Military - Royal Air Force,Douglas C-47B,11,11
816,10/23/1946,"Gebel Kalamoun, Egypt",Socotra,Junkers JU-52/3m,24,1
817,11/01/1946,"St Leger-la-Montagne, France",CTA LanguedoRoussillon,AAC-1 Toucan,27,23
818,11/11/1946,"Cleveland, Ohio",United Air Lines,Douglas DC-3 (C-53D-DO),20,2
819,11/13/1946,"Lebec, California",Western Airlines,Douglas C-53D-DO (DC-3),11,11
820,11/13/1946,"Near Cofre de Perote, Mexico",Empressa Commun. Aéreas de Veracruz,Douglas DC-3,15,15
821,11/14/1946,"Amsterdam, Netherlands",KLM Royal Dutch Airlines,Douglas C-47A-90 DL (DC-3),26,26
822,11/16/1946,North PacifiOcean,Military - U.S. Army Air Forces,Douglas C-47,23,23
823,11/26/1946,"San Jose, Costa Rica",Lineas Aéreas Costarricenses  LACSA,Douglas DC-3 (C-47A-90-DL),22,22
824,11/30/1946,"El Palomar, Argentina",Fuerza Aérea Argentina,Vickers 620 Viking 1,18,5
825,12/04/1946,"Meshed, Iran",Aeroflot,Lisunov Li-2,24,24
826,12/10/1946,"Toledo, Washington",Military - U.S. Marine Corps,Curtiss-Wright R5C-1,32,32
827,12/10/1946,"Near Osaka, Japan",Military - U.S. Army Air Forces,Curtiss-Wright C-46F-CU,24,24
828,12/14/1946,"Mt. Banahaur, Philippines",Far Eastern Air Transport,Douglas DC-3 (C-47-B-1-DK),14,12
829,12/17/1946,"Caribbean, AtlantiOcean",Winged Cargo Inc.,Douglas C-47A,7,7
830,12/23/1946,"Near Rio de Janeiro, Brazil",FAMA (Argentina),Avro  685 York I,21,21
831,12/24/1946,"Near San Diego, California",Western Airlines,Douglas DC-3 ( C-53D-DO),12,12
833,12/28/1946,"Michigan City, Indiana",American Airlines,Douglas DC-3 (C-50A-DO),21,2
834,12/28/1946,"Walshville, Illinois",Kansas City Southern Skyways,Douglas C-47A,2,2
835,12/28/1946,"Near Shannon, Ireland",Trans Continental and Western Air,Lockheed 049 Consellation,23,13
836,01/03/1947,"Sao Paulo, Brazil",Panair do Brasil,Sikorsky S-43B (flying boat),14,11
837,01/05/1947,"Carmel, New Jersey",Nationwide Air Transport,Douglas DC-3,23,3
838,01/05/1947,"Tsingtao, China",China National Aviation Corporation,Douglas DC-4,38,38
839,01/11/1947,"Off Laoag, China",Far Eastern Air Transport,Douglas DC-4 (C-54A-DO),42,7
840,01/11/1947,"Near Lympne, England",British Overseas Airways,Douglas C-47A-1-DK,16,8
841,01/12/1947,"Near Galax, Virginia",Eastern Air Lines,Douglas DC-3,19,18
842,01/14/1947,"Near Puebla, Mexico",Military - Mexican Air Force,Lockheed C-60 Lodestar,21,21
843,01/25/1947,"Chongqing, China",China National Aviation Corporation,Douglas DC-3,19,19
844,01/25/1947,"Croydon, Surrey, England",Spencer Airways / Ceskoslovenske Aerolinie,Douglas C-47 / Douglas DC-3,23,12
845,01/25/1947,Hong Kong,Philippine Air Lines,Douglas C-47A,4,4
846,01/26/1947,"Copenhagen, Denmark",KLM Royal Dutch Airlines,Douglas C- C47A-30DK,22,22
847,01/28/1947,"Near Hankow, China",China National Aviation Corporation,Curtiss C-46,26,25
848,02/01/1947,"Near Lisbon, Portugal",Air France,Douglas DC-3C,16,15
849,02/05/1947,"Harrington, Delaware",International Air Freight,Douglas DC-3,3,1
850,02/06/1947,"Pedro Bernardo, Spain",Aerovias Cuba International,Douglas C-54B-15-DO,12,12
851,02/14/1947,"Denver, Colorado",Slick Airways,Curtiss C-46E,2,2
852,02/15/1947,"Off Terracina, Italy",Military - Corrieri Aerei Militari,Savoia-Marchetti SM-95,16,16
853,02/15/1947,"Near Bogota, Colombia",AVIANCA,Douglas DC-4,53,53
854,02/21/1947,"Chungking, China",Military - Chinese Air Force,Douglas C-47,21,21
855,02/26/1947,"China Sea, PacifiOcean",Military - Royal Air Force,Douglas C-47B,12,12
856,03/08/1947,"Cordillera, Colombia",VIARCO,Douglas C-47-DL,9,9
857,03/08/1947,"L'isola di Ischia, Italy",Military - Royal Air Force,Douglas C-47B,13,13
858,03/14/1947,"Mt. Moucherolles, France",Air France,Douglas DC-3 (C-47A-90-DL),23,23
859,03/17/1947,"Near Medellin, Colombia",TACA,Lockheed 18 Lodestar,8,8
860,03/18/1947,"Negombo, Sri Lanka",Military - Royal Air Force,Avro York C1,15,11
861,04/08/1947,"Near Caracas, Venezuela",Linea Aeropostal Venezolana,Douglas C-47A,27,27
862,04/13/1947,"Off Dakar, Senegal",British South American Airways,Avro 685 York I,15,6
863,04/22/1947,"Columbus, Georgia",Delta Air Lines,Douglas DC-3 (C-47DL) /Vultee BT-13,10,10
864,02/24/1949,"Near Cuzco, Peru",TAM (Peru),Douglas C-47,26,22
865,04/28/1947,"Near Vancouver, British Columbia, Canada",Trans Canada Air Lines,Lockheed 18 Loadstar,15,15
866,05/11/1947,"Delaware Bay, New Jersey",Trans Continental and Western Air,Lockheed L-049 Constellation,4,4
867,05/29/1947,"Hjedinsfjordur, Iceland",Flugefelag,Douglas DC-3,25,25
868,05/29/1947,"Atsugi, Japan",Military - U.S. Army Air Forces,Douglas C-54D-DC (DC-4),40,40
869,05/29/1947,"La Guardia Airport, Queens, New York",United Air Lines,Douglas C-54B,48,43
870,05/30/1947,"Port Deposit, Maryland",Eastern Air Lines,Douglas C-54B-15-DO,53,53
871,06/04/1947,"Near Gemenos, France",Air France,Junkers Ju-52,2,2
872,06/11/1947,"Natal, Argentina",Flota Aérea Mercante Argentina,Avro Lancaster,18,5
873,06/13/1947,"Leesburg, Virginia",Pennsylvania Central Airlines,Douglas DC-4 (C-54-DO),50,50
874,06/19/1947,"Al Mayadin, Syria",Pan American World Airways,Lockheed 049-46-21 Constellation,36,14
875,07/01/1947,"Near Eaeka, French Cameroons",Air France,Junkers JU-52/3m,13,13
876,07/13/1947,"Melbourne, Florida",Burke Air Transport,Douglas DC-3,36,14
877,07/15/1947,"Vichy ,France",Aero Cargo,Junkers Ju-52/3m,19,1
878,07/16/1947,"Az-Zubair, Iran",British Overseas Airways,Avro 685 York,6,6
879,07/25/1947,"Moron, Argentina",Flota Aérea Mercante Argentina,Avro 685 York I,6,2
880,07/31/1947,"Near Yumen, China",Military - Chinese Air Force,Douglas C-47,26,26
881,08/02/1947,"Andes, Argentina",British South American Airways,Avro 691 Lancastrian 3,11,11
882,08/06/1947,North PacifiOcean,Military - U.S. Navy,Consolidated PBY-5A Catalina,20,20
883,08/08/1947,"New York, New York",American Airlines,Douglas DC-3C,5,3
884,08/09/1947,"Malmo, Sweden",AB Aerotransport,Douglas DC-3F,5,1
885,08/13/1947,"Bucharest, Romania",Transporturile Aeriene Romano-Sovietice,Lisunov Li-2,3,3
886,08/21/1947,"Hanksville, Utah",Slick Airways,Curtiss C-46E,3,3
887,08/23/1947,"Bahrain, Persian Gulf",British Overseas Airways,Short Sandringham 5 (flying boat),26,10
888,08/28/1947,"Harsiad, Norway",Norwegian Airlines,Short Sandringham (flying boat),35,35
889,10/08/1947,"Near El Paso, Texas",American Airlines,Douglas DC-4,54,0
890,10/16/1947,"Sylva, North Carolina",Stratofreight,Douglas DC-3,3,3
891,10/16/1947,"Off Cartegena, Spain",Societe Aerienne du Littoral,Bristol 170 Freighter I,43,41
892,10/24/1947,"Bryce Canyon, Utah",United Air Lines,Douglas DC-6,53,53
893,10/26/1947,"Annette Island, Alaska",Pan American World Airways,Douglas DC-4A,18,18
894,10/26/1947,"Near Mt. Hymettus, Greece",AB Aerotransport,Douglas DC-4-1009,44,44
895,10/31/1947,"Srinagar, India",Military - Royal Indian Air Force,Douglas C-47B,25,25
896,11/02/1947,"Off Barrio Rizal, Philippines",Philippine Air Express,Douglas DC-3,5,5
897,11/11/1947,"Gallup, New Mexico",American Airlines,Douglas DC-6,25,0
898,11/13/1947,"Near Bouchox, France",Société Auxiliare de Navigation Aérienne,Junkers Ju-52/3m,2,2
899,11/18/1947,"Ravello, Italy",Trafik-Turist-Transportflyg,Bristol 170 Freighter XI,25,20
900,11/18/1947,"Newcastle, Delaware",Trans Continental and Western Air,Lockheed L-049-46-26 Constellation,5,5
901,11/21/1947,"Phouznicie, Romania",TARS,Lisunov Li-2,26,13
902,11/27/1947,"Yakutat, Alaska",Columbia Air Cargo,Douglas DC-3,13,13
903,11/27/1947,"Montenegrin Mountains, Yugoslavia",JAT Yugoslav Airlines,Douglas DC-3,22,22
905,11/28/1947,"Near Trappa, Italy",Military - U.S. Air Force,Douglas C-47B,20,20
906,11/30/1947,"Seattle, Washington",Alaska Airlines,Douglas C-54A,28,8
907,12/10/1947,"Near Goose Bay, Labrador",Military - U.S. Air Force,Douglas C-54D-DC (DC-4),29,23
908,12/11/1947,"Near Memphis, Tennessee",Military - U.S. Air Force,Douglas C-47-DK,20,20
909,12/23/1947,"Kunming, China",Air Transport,Short  S-29 Stirling V,30,25
910,12/27/1947,"Korangi Creek, India",Air India,Douglas DC-3 (C-47),23,23
911,12/28/1947,"Leon, Mexico",Servicio Aéreo Panini,Douglas DC-2-172,9,5
912,01/06/1948,"Paris, France",Air France,Douglas DC-3D,16,16
913,01/06/1948,"Ruislip, England",British European Airways,Vickers 610 Viking 1B,18,1
914,01/07/1948,"Near Savannah, Georgia",Coastal Air Lines,Douglas DC-3,27,18
915,01/08/1948,"Near Palestro, Algeria",Transport Comp. Algerienne de T.A.,Douglas DC-3,9,9
916,01/11/1948,"Ciudad Havajillo, Dominican Republic",Dominicana,Douglas DC-3,31,31
917,01/13/1948,"Oxon Hill, Maryland",Eastern Air Lines,Douglas DC-3-201F,9,5
918,01/20/1948,"Near Mukden, China",China National Aviation Corporation,Curtiss C-46,11,3
919,08/09/1949,"Salalah, Oman",Military - Royal Air Force,Douglas C-47B,12,12
920,01/28/1948,"Diablo Mts., California",Airline Transport Carriers,Douglas DC-3 (C-47B-DK),32,32
921,01/30/1948,"AtlantiOcean, NE of Bermuda",British South American Airways,Avro 688 Tudor I,31,31
922,02/07/1948,"Off Jacksonville, Florida",Eastern Air Lines,Lockheed L-649 Constellation,69,1
923,02/12/1948,"Ubrichstein, Germany",Det Danske Luftfartselskab,Douglas DC-3,21,12
924,02/20/1948,"Collesalvetti,  Italy",Società Aerea Teseo,Douglas C-47-DL,10,7
925,02/21/1948,"Off St. Marcouf, France",Latecoere Airlines,Latecoere 631,14,14
926,02/23/1948,"Davao, Philippines",Commercial Airways,Douglas DC-3,12,12
927,02/25/1948,"Columbus, Ohio",Bruning Aviation,Douglas C-47A,2,2
928,02/27/1948,"Near Belem, Brazil",Military - Brazilian Air Force,Douglas C-47,26,23
929,03/02/1948,"Off Perpignan, France",Société de Transports Aériens,Junkers Ju-52/3m,4,4
930,03/02/1948,"Heathrow Airport, London, England",Sabena,Douglas DC-3,22,20
931,03/07/1948,"Near Skalafell, Iceland",Loftleidir IcelandiAirlines,Avro Anson,5,5
932,03/10/1948,"Chicago, Illinois",Delta Air Lines,Douglas DC-4,13,12
933,03/12/1948,"Mt. Sanford, Alaska",Northwest Orient Airlines,Douglas DC-4 (C-54G-1-DO),30,30
934,03/13/1948,"Sierra Cristais, Brazil",Cruzeiro,Douglas DC-3,6,6
935,03/15/1948,"Villa Pinzon, Colombia",Agencia Interamericana de Aviada,Douglas DC-3 (C47-DL),15,14
936,03/27/1948,"Monte Cardo, Corsica, France",Indian National Airlines,Vickers 604 Viking 1B,19,19
937,04/05/1948,"Near Berlin, Germany",British European Airways / Military - Soviet Air Force,Vickers Viking 1B & Soviet YAK-3 fighter,15,15
938,04/15/1948,"Shannon, Ireland",Pan American World Airways,Lockheed L-049-46 Constellation,31,30
939,08/13/1949,"Near Bogota, Colombia",SAETA,Douglas C-47,32,32
940,05/13/1948,"Near Magazini, Belgian Congo (Zaire)",Sabena,Douglas DC-4-1009,32,31
941,05/13/1948,"Mount Coron, France",Skyways of London,de Havilland Dove 1,10,10
942,05/15/1948,"Vrede, South Africa",Mercury Aviation,Douglas DC-3-455,13,13
943,05/16/1948,"Columbus, Ohio",Slick Airways,Curtiss C-46E,2,2
944,05/20/1948,"Near Bovingdon, England",Air Transport Charter,Douglas C-47A,4,3
945,05/25/1948,"Albacete, Spain",Alpha Airways,Handley Page Halifax C-8,4,4
946,06/10/1948,Ile of Man,Hargreaves Airways,de Havilland DH-89A Dragon Rapide,8,6
947,06/17/1948,"Mount Carmel, Pennsylvania",United Air Lines,Douglas DC-6,43,43
948,06/26/1948,"Maiquetia, Venezuela",Linea Aeropostal Venezolana,Douglas DC-3,17,1
949,07/01/1948,"Keerbergen, Belgium",Avio Linee Italiane,Fiat G.212CP,12,8
950,07/04/1948,"Northolt, Middlesex, England",Scandinavian Airlines (SAS),Douglas DC-6 / RAF York MW248,32,32
951,07/07/1948,"Djiring, French Indo-China",Aigle Azur,Douglas DC-3,16,16
952,07/14/1948,"Belem, Brazil",Aerovias Brasil,Douglas C-47A,5,5
953,07/16/1948,PacifiOcean between Hong Kong and Macao,Cathay PacifiAirways,Consolidated OA-10 Catalina,26,25
954,07/24/1948,"Cap-des-Rosiers, Quebec, Canada",Rimouski Airlines,Douglas DC-3,26,26
955,07/29/1948,"Buenos Aires, Argentina",ALFA,Short Sandringham 2 (flying boat),24,18
956,07/29/1948,"Tsingtao, China",Civil Air Transport,Curtiss C-46D-20-CU,24,19
957,08/01/1948,"1,200 miles off Dakar, AtlantiOcean",Air France,Latecoere 631 (flying boat),52,52
958,08/01/1948,"Karachi, Pakistan",Onzeair,Avro 691 Lancastrian,4,4
959,08/09/1948,"Port Underwood, New Zealand",New Zealand National Airways,Douglas C-47B,2,2
960,08/20/1948,"La Guaira, Venezuela",Avensa,Douglas C-47A,3,3
961,05/24/1950,"Near Pasto, Colombia",LANSA,Douglas C-47,26,25
962,08/29/1948,"Near Winona, Minnesota",Northwest Orient Airlines,Martin 202,37,37
963,08/31/1948,"Near Elizabethville, Belgium Congo",Sabena,Douglas DC-3 (Douglas C-47A-10-DK),13,13
964,09/02/1948,"Near Quirindi, Australia",Australian National Airways,Douglas DC-3,13,13
965,10/02/1948,"Near Trondheim, Norway",Norwegian Airlines,Short Sandringham 6 (flying boat),45,19
966,10/20/1948,"Prestwick Airport, Scotland",KLM Royal Dutch Airlines,Lockheed 049-46-25 Constellation,40,40
967,10/23/1948,"Mt. Ruapehu, New Zealand",New Zealand National Airways,Lockheed 10A Electra,13,13
968,10/27/1948,"Near Edmonton, Alberta, Canada",Northwest Orient Airlines,Douglas C-54A,5,2
969,11/03/1948,"Near Glossop, England",Military - U.S. Air Force,Boeing B-29 Superfortress,13,13
970,11/04/1948,"Cape Spencer, Alaska",PacifiAlaska Air Freight,Douglas DC-3,17,17
971,11/08/1948,"Mt. Macedon, Australia",Australian National Airways,Douglas DC-3,23,3
972,11/11/1948,"Liverpool, England",Mannin Airways,de Havilland DH-89A Dragon Rapide,9,8
973,11/26/1948,"Vehari, Pakistan",Pakistan Airways,Douglas DC-3,21,21
974,12/05/1948,"Kiangwan, China",Central Air Transport,Curtiss C-46,40,9
976,12/12/1948,"Taipei, Taiwan",China National Aviation Corporation,Douglas DC-3,10,2
977,12/15/1948,"Near Bogata, Colombia",LANSA,Douglas C-47,30,30
978,12/21/1948,"Near Pilos, Greece",Ceskoslovenske Aerolinie,Douglas DC-3,23,23
979,12/21/1948,"Basalt Island, Hong Kong",China National Aviation Corporation,Douglas C-54B-5-DO,33,33
980,12/23/1948,"Near Madrid, Spain",Iberia Airlines,Douglas DC-3 (C-47-DL),27,27
981,12/28/1948,"Off San Juan, Puerto Rico",Airborne Transport,Douglas DC-3,32,32
982,12/31/1948,"Mt. Argentari, Italy",Pan African Air Charter,Douglas DC-3,12,12
983,01/02/1949,"Seattle, Washington",Seattle Air Charter,Douglas DC-3 (C-47A-DL),30,14
984,01/05/1949,"Caravelas Bay, Brazil",British South American Airways,Avro 685 York 1,17,3
985,01/06/1949,"Brandywine, Maryland",Coastal Cargo,Douglas C-47A,2,2
986,01/11/1949,"Near Pelotas, Brazil",Viacao Aerea Gaucha S.A.,Lockheed 18 Lodestar,12,12
987,01/15/1949,"Ras-el-Tin, Egypt",Pan African Air Charter,Douglas C-54 Skymaster,30,30
988,01/16/1949,"Balihal Pass, India",Dalmia Jain Airways,Douglas DC-3,13,13
989,01/17/1949,"AtlantiOcean, off Bermuda",British South American Airways,Avro 688 Tudor 4B,20,20
990,01/17/1949,"Near Succoth Glen, Lochgoilhead, Scotland",Military - U.S. Air Force,Boeing B-29A Superfortress,20,20
991,01/20/1949,"Homer, Alaska",Alaska Airlines,Douglas DC-3C,6,5
992,01/30/1949,"Port Washington, New York",Pan American World Airways,Lockheed L-749 / Cessna 140,35,2
993,02/02/1949,"Trinity Bay, Newfoundland",Saint Lawrence Airways,Avro Anson,6,6
994,02/04/1949,"Castel Benito, Libya",Skyways of London,Douglas C-54A-1-DO Skymaster,53,1
995,02/05/1949,"Buenaventura Bay, Colombia",AVIANCA,Consolidated PBY-5A Catalina,14,3
996,02/08/1949,"Off Copenhagen, Denmark",Scandinavian Airlines (SAS),Vickers 628 Viking 1B,27,27
997,02/10/1949,"Near Huanuco, Peru",Faucett,Douglas DC-3,16,16
998,02/19/1949,"Near Coventry, Warks, England",British European Airways / Military - British,Douglas DC-3 / Avro Anson,14,14
999,02/24/1949,"Braemar Resevoir, Hong Kong",Cathay PacifiAirways,Douglas DC-3,23,23
1000,11/15/1951,"Near Lodz, Poland",LOT Polish Airlines,Douglas DC-3,16,16
1001,03/10/1949,"Coolangatta, Australia",Queensland Airlines,Lockheed 18 Lodestar,16,16
1002,03/15/1949,"Berlin, Germany",Skyways,Avro 685 York I,3,3
1003,03/18/1949,"Near Waikanae, New Zealand",New Zealand National Airways,Lockheed 18 Lodestar,15,15
1004,05/04/1949,"Superga, Italy",Avio Linee Italiane,FIAT G-212CP,31,31
1005,05/07/1949,"Sibuyan Sea, off the Philippine island of Elalat",Philippine Air Lines,Douglas DC-3,13,13
1006,06/06/1949,"Malahasa Attica, Greece",Tech - Aeronautical Explotiation,Douglas DC-3,22,22
1007,06/07/1949,"Near Florianpolis, Brazil",Military - Brazilian Air Force,Douglas C-47B,27,27
1008,06/07/1949,"San Juan, Puerto Rico",Strato Freight,Curtiss C-46D-5-CU,81,53
1009,06/23/1949,"Off Bari, Italy",KLM Royal Dutch Airlines,Lockheed 749-79-33 Constellation,33,33
1010,07/02/1949,"Near Guildford, Australia",MaRoberston-Miller Airlines,Douglas C-47A-20-DL,18,18
1011,07/12/1949,"Near Bombay, India",KLM Royal Dutch Airlines,Lockheed L-749-79-33 Constellation,45,45
1012,07/12/1949,"Chatsworth, California",Standard Airlines,Curtiss C-46E-1-CS,48,35
1013,07/19/1949,"Seattle, Washington",Air Transport Associates,Curtiss C-46F-1-CU,32,2
1014,07/30/1949,"Chesterfield, New Jersey",Eastern Air Lines / Military - USN,Douglas DC-3 -201D/ F-6-F- 5 Hellcat,16,16
